Participant_ID,Seq_part,Gender,ExpGroup,HerGroup,Group_No,Age,AoA_SPA,AoA_ENG,LOR,SelfProf,SelfDom,DELE,FofA_Prod,FofA_Comp,Battery,Item,Seq_Item,Average,MainVerb,Token_Main_Lemma,Token_Main_Pret,Token_Main_Imp,Reg_Main,Syntax_Main,SubVerb,Token_Sub,Morpheme,Property,Task,Condition,Verb_Condition,FofA,FofA_Std,AoA_ENG_Std,DELE_Std,Token_Main_Lemma_Std,Token_Sub_Std,Token_Pret_Std,LOR_Std
SBC01,14,Male,Comparison,Comparison,01,29,0,20,26,40,7,47,21,21,A,8,26,1,permitir,935997,NA,NA,Irregular,Canonical,viajar,78141,Mood,Subjunctive,EMPT,B,[+F/–F],42,0.765855004889626,0.3096174811318483,-0.14610323010171386,0.8552130202039646,-0.8522859140774316,NA,0.33835483332892696
SBC01,14,Male,Comparison,Comparison,01,29,0,20,26,40,7,47,21,21,A,18,28,1,desear,148807,NA,NA,Regular,Canonical,robar,28182,Mood,Subjunctive,EMPT,D,[–F/–F],42,0.765855004889626,0.3096174811318483,-0.14610323010171386,-0.7551595778947737,-0.9964947212492175,NA,0.33835483332892696
SBC01,14,Male,Comparison,Comparison,01,29,0,20,26,40,7,47,21,21,A,4,31,1,querer,1263949,NA,NA,Irregular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,A,[+F/+F],42,0.765855004889626,0.3096174811318483,-0.14610323010171386,1.5261119318919656,0.6279651440816726,NA,0.33835483332892696
SBC01,14,Male,Comparison,Comparison,01,29,0,20,26,40,7,47,21,21,A,14,33,1,ordenar,65158,NA,NA,Regular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,C,[–F/+F],42,0.765855004889626,0.3096174811318483,-0.14610323010171386,-0.9262822515292983,0.6279651440816726,NA,0.33835483332892696
SBC01,14,Male,Comparison,Comparison,01,29,0,20,26,40,7,47,21,21,A,9,36,1,necesitar,593469,NA,NA,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,B,[+F/–F],42,0.765855004889626,0.3096174811318483,-0.14610323010171386,0.15449565173947108,-0.8650357749889346,NA,0.33835483332892696
SBC01,14,Male,Comparison,Comparison,01,29,0,20,26,40,7,47,21,21,A,19,38,1,valorar,113028,NA,NA,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,D,[–F/–F],42,0.765855004889626,0.3096174811318483,-0.14610323010171386,-0.8283534970088057,-0.8650357749889346,NA,0.33835483332892696
SBC01,14,Male,Comparison,Comparison,01,29,0,20,26,40,7,47,21,21,A,5,41,1,necesitar,593469,NA,NA,Regular,Canonical,tomar,506707,Mood,Subjunctive,EMPT,A,[+F/+F],42,0.765855004889626,0.3096174811318483,-0.14610323010171386,0.15449565173947108,0.3847883198820869,NA,0.33835483332892696
SBC01,14,Male,Comparison,Comparison,01,29,0,20,26,40,7,47,21,21,A,15,43,1,conseguir,129144,NA,NA,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,C,[–F/+F],42,0.765855004889626,0.3096174811318483,-0.14610323010171386,-0.795384626988913,1.1347584042341499,NA,0.33835483332892696
SBC01,14,Male,Comparison,Comparison,01,29,0,20,26,40,7,47,21,21,A,10,46,1,esperar,1409514,NA,NA,Regular,Canonical,atar,15876,Mood,Subjunctive,EMPT,B,[+F/–F],42,0.765855004889626,0.3096174811318483,-0.14610323010171386,1.8238975836942533,-1.0320165207459246,NA,0.33835483332892696
SBC01,14,Male,Comparison,Comparison,01,29,0,20,26,40,7,47,21,21,A,20,48,1,ordenar,65158,NA,NA,Regular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,D,[–F/–F],42,0.765855004889626,0.3096174811318483,-0.14610323010171386,-0.9262822515292983,-0.9914346111795175,NA,0.33835483332892696
SBC02,4,Female,Comparison,Comparison,02,28,0,3,22,40,7,48,21,21,B,20,3,1,ordenar,65158,NA,NA,Regular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,D,[–F/–F],42,0.765855004889626,-1.359296258627627,0.4870107670057054,-0.9262822515292983,-0.9914346111795175,NA,-0.10150644999867812
SBC02,4,Female,Comparison,Comparison,02,28,0,3,22,40,7,48,21,21,B,10,5,1,esperar,1409514,NA,NA,Regular,Canonical,atar,15876,Mood,Subjunctive,EMPT,B,[+F/–F],42,0.765855004889626,-1.359296258627627,0.4870107670057054,1.8238975836942533,-1.0320165207459246,NA,-0.10150644999867812
SBC02,4,Female,Comparison,Comparison,02,28,0,3,22,40,7,48,21,21,B,15,8,1,conseguir,129144,NA,NA,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,C,[–F/+F],42,0.765855004889626,-1.359296258627627,0.4870107670057054,-0.795384626988913,1.1347584042341499,NA,-0.10150644999867812
SBC02,4,Female,Comparison,Comparison,02,28,0,3,22,40,7,48,21,21,B,5,10,1,necesitar,593469,NA,NA,Regular,Canonical,tomar,506707,Mood,Subjunctive,EMPT,A,[+F/+F],42,0.765855004889626,-1.359296258627627,0.4870107670057054,0.15449565173947108,0.3847883198820869,NA,-0.10150644999867812
SBC02,4,Female,Comparison,Comparison,02,28,0,3,22,40,7,48,21,21,B,19,13,1,valorar,113028,NA,NA,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,D,[–F/–F],42,0.765855004889626,-1.359296258627627,0.4870107670057054,-0.8283534970088057,-0.8650357749889346,NA,-0.10150644999867812
SBC02,4,Female,Comparison,Comparison,02,28,0,3,22,40,7,48,21,21,B,9,15,1,necesitar,593469,NA,NA,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,B,[+F/–F],42,0.765855004889626,-1.359296258627627,0.4870107670057054,0.15449565173947108,-0.8650357749889346,NA,-0.10150644999867812
SBC02,4,Female,Comparison,Comparison,02,28,0,3,22,40,7,48,21,21,B,14,18,1,ordenar,65158,NA,NA,Regular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,C,[–F/+F],42,0.765855004889626,-1.359296258627627,0.4870107670057054,-0.9262822515292983,0.6279651440816726,NA,-0.10150644999867812
SBC02,4,Female,Comparison,Comparison,02,28,0,3,22,40,7,48,21,21,B,4,20,1,querer,1263949,NA,NA,Irregular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,A,[+F/+F],42,0.765855004889626,-1.359296258627627,0.4870107670057054,1.5261119318919656,0.6279651440816726,NA,-0.10150644999867812
SBC02,4,Female,Comparison,Comparison,02,28,0,3,22,40,7,48,21,21,B,18,23,1,desear,148807,NA,NA,Regular,Canonical,robar,28182,Mood,Subjunctive,EMPT,D,[–F/–F],42,0.765855004889626,-1.359296258627627,0.4870107670057054,-0.7551595778947737,-0.9964947212492175,NA,-0.10150644999867812
SBC02,4,Female,Comparison,Comparison,02,28,0,3,22,40,7,48,21,21,B,8,25,1,permitir,935997,NA,NA,Irregular,Canonical,viajar,78141,Mood,Subjunctive,EMPT,B,[+F/–F],42,0.765855004889626,-1.359296258627627,0.4870107670057054,0.8552130202039646,-0.8522859140774316,NA,-0.10150644999867812
SBC02,4,Female,Comparison,Comparison,02,28,0,3,22,40,7,48,21,21,B,13,28,1,valorar,113028,NA,NA,Regular,Canonical,quedar,947469,Mood,Subjunctive,EMPT,C,[–F/+F],42,0.765855004889626,-1.359296258627627,0.4870107670057054,-0.8283534970088057,1.657066833596346,NA,-0.10150644999867812
SBC02,4,Female,Comparison,Comparison,02,28,0,3,22,40,7,48,21,21,B,3,30,1,permitir,935997,NA,NA,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,A,[+F/+F],42,0.765855004889626,-1.359296258627627,0.4870107670057054,0.8552130202039646,1.1347584042341499,NA,-0.10150644999867812
SBC02,4,Female,Comparison,Comparison,02,28,0,3,22,40,7,48,21,21,B,17,33,1,conseguir,129144,NA,NA,Irregular,Canonical,atar,15876,Mood,Subjunctive,EMPT,D,[–F/–F],42,0.765855004889626,-1.359296258627627,0.4870107670057054,-0.795384626988913,-1.0320165207459246,NA,-0.10150644999867812
SBC02,4,Female,Comparison,Comparison,02,28,0,3,22,40,7,48,21,21,B,7,35,1,pedir,432187,NA,NA,Irregular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,B,[+F/–F],42,0.765855004889626,-1.359296258627627,0.4870107670057054,-0.17544262665146468,-0.9914346111795175,NA,-0.10150644999867812
SBC02,4,Female,Comparison,Comparison,02,28,0,3,22,40,7,48,21,21,B,12,38,1,sugerir,88224,NA,NA,Irregular,Canonical,dejar,696519,Mood,Subjunctive,EMPT,C,[–F/+F],42,0.765855004889626,-1.359296258627627,0.4870107670057054,-0.8790956074563991,0.9326888404467704,NA,-0.10150644999867812
SBC02,4,Female,Comparison,Comparison,02,28,0,3,22,40,7,48,21,21,B,2,40,1,pedir,432187,NA,NA,Irregular,Canonical,quedar,947469,Mood,Subjunctive,EMPT,A,[+F/+F],42,0.765855004889626,-1.359296258627627,0.4870107670057054,-0.17544262665146468,1.657066833596346,NA,-0.10150644999867812
SBC02,4,Female,Comparison,Comparison,02,28,0,3,22,40,7,48,21,21,B,16,43,1,sugerir,88224,NA,NA,Irregular,Canonical,viajar,78141,Mood,Subjunctive,EMPT,D,[–F/–F],42,0.765855004889626,-1.359296258627627,0.4870107670057054,-0.8790956074563991,-0.8522859140774316,NA,-0.10150644999867812
SBC02,4,Female,Comparison,Comparison,02,28,0,3,22,40,7,48,21,21,B,6,45,1,querer,1263949,NA,NA,Irregular,Canonical,robar,28182,Mood,Subjunctive,EMPT,B,[+F/–F],42,0.765855004889626,-1.359296258627627,0.4870107670057054,1.5261119318919656,-0.9964947212492175,NA,-0.10150644999867812
SBC02,4,Female,Comparison,Comparison,02,28,0,3,22,40,7,48,21,21,B,11,48,1,desear,148807,NA,NA,Regular,Canonical,tomar,506707,Mood,Subjunctive,EMPT,C,[–F/+F],42,0.765855004889626,-1.359296258627627,0.4870107670057054,-0.7551595778947737,0.3847883198820869,NA,-0.10150644999867812
SBC02,4,Female,Comparison,Comparison,02,28,0,3,22,40,7,48,21,21,B,1,50,1,esperar,1409514,NA,NA,Regular,Canonical,dejar,696519,Mood,Subjunctive,EMPT,A,[+F/+F],42,0.765855004889626,-1.359296258627627,0.4870107670057054,1.8238975836942533,0.9326888404467704,NA,-0.10150644999867812
SBC03,8,Female,Comparison,Comparison,03,55,0,15,34,40,10,49,16,16,B,20,3,1,ordenar,65158,NA,NA,Regular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,D,[–F/–F],32,-0.2605486099109039,-0.18123950115035029,1.1201247641131247,-0.9262822515292983,-0.9914346111795175,NA,1.2180773999841372
SBC03,8,Female,Comparison,Comparison,03,55,0,15,34,40,10,49,16,16,B,10,5,1,esperar,1409514,NA,NA,Regular,Canonical,atar,15876,Mood,Subjunctive,EMPT,B,[+F/–F],32,-0.2605486099109039,-0.18123950115035029,1.1201247641131247,1.8238975836942533,-1.0320165207459246,NA,1.2180773999841372
SBC03,8,Female,Comparison,Comparison,03,55,0,15,34,40,10,49,16,16,B,15,8,1,conseguir,129144,NA,NA,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,C,[–F/+F],32,-0.2605486099109039,-0.18123950115035029,1.1201247641131247,-0.795384626988913,1.1347584042341499,NA,1.2180773999841372
SBC03,8,Female,Comparison,Comparison,03,55,0,15,34,40,10,49,16,16,B,5,10,1,necesitar,593469,NA,NA,Regular,Canonical,tomar,506707,Mood,Subjunctive,EMPT,A,[+F/+F],32,-0.2605486099109039,-0.18123950115035029,1.1201247641131247,0.15449565173947108,0.3847883198820869,NA,1.2180773999841372
SBC03,8,Female,Comparison,Comparison,03,55,0,15,34,40,10,49,16,16,B,19,13,1,valorar,113028,NA,NA,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,D,[–F/–F],32,-0.2605486099109039,-0.18123950115035029,1.1201247641131247,-0.8283534970088057,-0.8650357749889346,NA,1.2180773999841372
SBC03,8,Female,Comparison,Comparison,03,55,0,15,34,40,10,49,16,16,B,9,15,1,necesitar,593469,NA,NA,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,B,[+F/–F],32,-0.2605486099109039,-0.18123950115035029,1.1201247641131247,0.15449565173947108,-0.8650357749889346,NA,1.2180773999841372
SBC03,8,Female,Comparison,Comparison,03,55,0,15,34,40,10,49,16,16,B,14,18,1,ordenar,65158,NA,NA,Regular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,C,[–F/+F],32,-0.2605486099109039,-0.18123950115035029,1.1201247641131247,-0.9262822515292983,0.6279651440816726,NA,1.2180773999841372
SBC03,8,Female,Comparison,Comparison,03,55,0,15,34,40,10,49,16,16,B,4,20,1,querer,1263949,NA,NA,Irregular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,A,[+F/+F],32,-0.2605486099109039,-0.18123950115035029,1.1201247641131247,1.5261119318919656,0.6279651440816726,NA,1.2180773999841372
SBC03,8,Female,Comparison,Comparison,03,55,0,15,34,40,10,49,16,16,B,18,23,1,desear,148807,NA,NA,Regular,Canonical,robar,28182,Mood,Subjunctive,EMPT,D,[–F/–F],32,-0.2605486099109039,-0.18123950115035029,1.1201247641131247,-0.7551595778947737,-0.9964947212492175,NA,1.2180773999841372
SBC03,8,Female,Comparison,Comparison,03,55,0,15,34,40,10,49,16,16,B,8,25,1,permitir,935997,NA,NA,Irregular,Canonical,viajar,78141,Mood,Subjunctive,EMPT,B,[+F/–F],32,-0.2605486099109039,-0.18123950115035029,1.1201247641131247,0.8552130202039646,-0.8522859140774316,NA,1.2180773999841372
SBC03,8,Female,Comparison,Comparison,03,55,0,15,34,40,10,49,16,16,B,13,28,1,valorar,113028,NA,NA,Regular,Canonical,quedar,947469,Mood,Subjunctive,EMPT,C,[–F/+F],32,-0.2605486099109039,-0.18123950115035029,1.1201247641131247,-0.8283534970088057,1.657066833596346,NA,1.2180773999841372
SBC03,8,Female,Comparison,Comparison,03,55,0,15,34,40,10,49,16,16,B,3,30,1,permitir,935997,NA,NA,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,A,[+F/+F],32,-0.2605486099109039,-0.18123950115035029,1.1201247641131247,0.8552130202039646,1.1347584042341499,NA,1.2180773999841372
SBC03,8,Female,Comparison,Comparison,03,55,0,15,34,40,10,49,16,16,B,17,33,1,conseguir,129144,NA,NA,Irregular,Canonical,atar,15876,Mood,Subjunctive,EMPT,D,[–F/–F],32,-0.2605486099109039,-0.18123950115035029,1.1201247641131247,-0.795384626988913,-1.0320165207459246,NA,1.2180773999841372
SBC03,8,Female,Comparison,Comparison,03,55,0,15,34,40,10,49,16,16,B,7,35,1,pedir,432187,NA,NA,Irregular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,B,[+F/–F],32,-0.2605486099109039,-0.18123950115035029,1.1201247641131247,-0.17544262665146468,-0.9914346111795175,NA,1.2180773999841372
SBC03,8,Female,Comparison,Comparison,03,55,0,15,34,40,10,49,16,16,B,12,38,1,sugerir,88224,NA,NA,Irregular,Canonical,dejar,696519,Mood,Subjunctive,EMPT,C,[–F/+F],32,-0.2605486099109039,-0.18123950115035029,1.1201247641131247,-0.8790956074563991,0.9326888404467704,NA,1.2180773999841372
SBC03,8,Female,Comparison,Comparison,03,55,0,15,34,40,10,49,16,16,B,2,40,1,pedir,432187,NA,NA,Irregular,Canonical,quedar,947469,Mood,Subjunctive,EMPT,A,[+F/+F],32,-0.2605486099109039,-0.18123950115035029,1.1201247641131247,-0.17544262665146468,1.657066833596346,NA,1.2180773999841372
SBC03,8,Female,Comparison,Comparison,03,55,0,15,34,40,10,49,16,16,B,16,43,1,sugerir,88224,NA,NA,Irregular,Canonical,viajar,78141,Mood,Subjunctive,EMPT,D,[–F/–F],32,-0.2605486099109039,-0.18123950115035029,1.1201247641131247,-0.8790956074563991,-0.8522859140774316,NA,1.2180773999841372
SBC03,8,Female,Comparison,Comparison,03,55,0,15,34,40,10,49,16,16,B,6,45,1,querer,1263949,NA,NA,Irregular,Canonical,robar,28182,Mood,Subjunctive,EMPT,B,[+F/–F],32,-0.2605486099109039,-0.18123950115035029,1.1201247641131247,1.5261119318919656,-0.9964947212492175,NA,1.2180773999841372
SBC03,8,Female,Comparison,Comparison,03,55,0,15,34,40,10,49,16,16,B,11,48,1,desear,148807,NA,NA,Regular,Canonical,tomar,506707,Mood,Subjunctive,EMPT,C,[–F/+F],32,-0.2605486099109039,-0.18123950115035029,1.1201247641131247,-0.7551595778947737,0.3847883198820869,NA,1.2180773999841372
SBC03,8,Female,Comparison,Comparison,03,55,0,15,34,40,10,49,16,16,B,1,50,1,esperar,1409514,NA,NA,Regular,Canonical,dejar,696519,Mood,Subjunctive,EMPT,A,[+F/+F],32,-0.2605486099109039,-0.18123950115035029,1.1201247641131247,1.8238975836942533,0.9326888404467704,NA,1.2180773999841372
SBC04,5,Female,Comparison,Comparison,04,30,0,10,28,40,10,50,25,23,A,1,1,1,esperar,1409514,NA,NA,Regular,Canonical,dejar,696519,Mood,Subjunctive,EMPT,A,[+F/+F],48,1.381697173769944,-0.6720964834325489,1.753238761220544,1.8238975836942533,0.9326888404467704,NA,0.5582854749927295
SBC04,5,Female,Comparison,Comparison,04,30,0,10,28,40,10,50,25,23,A,11,3,1,desear,148807,NA,NA,Regular,Canonical,tomar,506707,Mood,Subjunctive,EMPT,C,[–F/+F],48,1.381697173769944,-0.6720964834325489,1.753238761220544,-0.7551595778947737,0.3847883198820869,NA,0.5582854749927295
SBC04,5,Female,Comparison,Comparison,04,30,0,10,28,40,10,50,25,23,A,6,6,1,querer,1263949,NA,NA,Irregular,Canonical,robar,28182,Mood,Subjunctive,EMPT,B,[+F/–F],48,1.381697173769944,-0.6720964834325489,1.753238761220544,1.5261119318919656,-0.9964947212492175,NA,0.5582854749927295
SBC04,5,Female,Comparison,Comparison,04,30,0,10,28,40,10,50,25,23,A,16,8,1,sugerir,88224,NA,NA,Irregular,Canonical,viajar,78141,Mood,Subjunctive,EMPT,D,[–F/–F],48,1.381697173769944,-0.6720964834325489,1.753238761220544,-0.8790956074563991,-0.8522859140774316,NA,0.5582854749927295
SBC04,5,Female,Comparison,Comparison,04,30,0,10,28,40,10,50,25,23,A,2,11,1,pedir,432187,NA,NA,Irregular,Canonical,quedar,947469,Mood,Subjunctive,EMPT,A,[+F/+F],48,1.381697173769944,-0.6720964834325489,1.753238761220544,-0.17544262665146468,1.657066833596346,NA,0.5582854749927295
SBC04,5,Female,Comparison,Comparison,04,30,0,10,28,40,10,50,25,23,A,12,13,1,sugerir,88224,NA,NA,Irregular,Canonical,dejar,696519,Mood,Subjunctive,EMPT,C,[–F/+F],48,1.381697173769944,-0.6720964834325489,1.753238761220544,-0.8790956074563991,0.9326888404467704,NA,0.5582854749927295
SBC04,5,Female,Comparison,Comparison,04,30,0,10,28,40,10,50,25,23,A,7,16,1,pedir,432187,NA,NA,Irregular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,B,[+F/–F],48,1.381697173769944,-0.6720964834325489,1.753238761220544,-0.17544262665146468,-0.9914346111795175,NA,0.5582854749927295
SBC04,5,Female,Comparison,Comparison,04,30,0,10,28,40,10,50,25,23,A,17,18,1,conseguir,129144,NA,NA,Irregular,Canonical,atar,15876,Mood,Subjunctive,EMPT,D,[–F/–F],48,1.381697173769944,-0.6720964834325489,1.753238761220544,-0.795384626988913,-1.0320165207459246,NA,0.5582854749927295
SBC04,5,Female,Comparison,Comparison,04,30,0,10,28,40,10,50,25,23,A,3,21,1,permitir,935997,NA,NA,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,A,[+F/+F],48,1.381697173769944,-0.6720964834325489,1.753238761220544,0.8552130202039646,1.1347584042341499,NA,0.5582854749927295
SBC04,5,Female,Comparison,Comparison,04,30,0,10,28,40,10,50,25,23,A,13,23,1,valorar,113028,NA,NA,Regular,Canonical,quedar,947469,Mood,Subjunctive,EMPT,C,[–F/+F],48,1.381697173769944,-0.6720964834325489,1.753238761220544,-0.8283534970088057,1.657066833596346,NA,0.5582854749927295
SBC04,5,Female,Comparison,Comparison,04,30,0,10,28,40,10,50,25,23,A,8,26,1,permitir,935997,NA,NA,Irregular,Canonical,viajar,78141,Mood,Subjunctive,EMPT,B,[+F/–F],48,1.381697173769944,-0.6720964834325489,1.753238761220544,0.8552130202039646,-0.8522859140774316,NA,0.5582854749927295
SBC04,5,Female,Comparison,Comparison,04,30,0,10,28,40,10,50,25,23,A,18,28,1,desear,148807,NA,NA,Regular,Canonical,robar,28182,Mood,Subjunctive,EMPT,D,[–F/–F],48,1.381697173769944,-0.6720964834325489,1.753238761220544,-0.7551595778947737,-0.9964947212492175,NA,0.5582854749927295
SBC04,5,Female,Comparison,Comparison,04,30,0,10,28,40,10,50,25,23,A,4,31,1,querer,1263949,NA,NA,Irregular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,A,[+F/+F],48,1.381697173769944,-0.6720964834325489,1.753238761220544,1.5261119318919656,0.6279651440816726,NA,0.5582854749927295
SBC04,5,Female,Comparison,Comparison,04,30,0,10,28,40,10,50,25,23,A,14,33,1,ordenar,65158,NA,NA,Regular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,C,[–F/+F],48,1.381697173769944,-0.6720964834325489,1.753238761220544,-0.9262822515292983,0.6279651440816726,NA,0.5582854749927295
SBC04,5,Female,Comparison,Comparison,04,30,0,10,28,40,10,50,25,23,A,9,36,1,necesitar,593469,NA,NA,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,B,[+F/–F],48,1.381697173769944,-0.6720964834325489,1.753238761220544,0.15449565173947108,-0.8650357749889346,NA,0.5582854749927295
SBC04,5,Female,Comparison,Comparison,04,30,0,10,28,40,10,50,25,23,A,19,38,1,valorar,113028,NA,NA,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,D,[–F/–F],48,1.381697173769944,-0.6720964834325489,1.753238761220544,-0.8283534970088057,-0.8650357749889346,NA,0.5582854749927295
SBC04,5,Female,Comparison,Comparison,04,30,0,10,28,40,10,50,25,23,A,5,41,1,necesitar,593469,NA,NA,Regular,Canonical,tomar,506707,Mood,Subjunctive,EMPT,A,[+F/+F],48,1.381697173769944,-0.6720964834325489,1.753238761220544,0.15449565173947108,0.3847883198820869,NA,0.5582854749927295
SBC04,5,Female,Comparison,Comparison,04,30,0,10,28,40,10,50,25,23,A,15,43,1,conseguir,129144,NA,NA,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,C,[–F/+F],48,1.381697173769944,-0.6720964834325489,1.753238761220544,-0.795384626988913,1.1347584042341499,NA,0.5582854749927295
SBC04,5,Female,Comparison,Comparison,04,30,0,10,28,40,10,50,25,23,A,10,46,1,esperar,1409514,NA,NA,Regular,Canonical,atar,15876,Mood,Subjunctive,EMPT,B,[+F/–F],48,1.381697173769944,-0.6720964834325489,1.753238761220544,1.8238975836942533,-1.0320165207459246,NA,0.5582854749927295
SBC04,5,Female,Comparison,Comparison,04,30,0,10,28,40,10,50,25,23,A,20,48,1,ordenar,65158,NA,NA,Regular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,D,[–F/–F],48,1.381697173769944,-0.6720964834325489,1.753238761220544,-0.9262822515292983,-0.9914346111795175,NA,0.5582854749927295
SBC05,13,Female,Comparison,Comparison,05,41,0,39,39,40,10,45,8,24,B,20,3,1,ordenar,65158,NA,NA,Regular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,D,[–F/–F],32,-0.2605486099109039,2.1748740138042026,-1.4123312243165524,-0.9262822515292983,-0.9914346111795175,NA,1.7679040041436436
SBC05,13,Female,Comparison,Comparison,05,41,0,39,39,40,10,45,8,24,B,10,5,1,esperar,1409514,NA,NA,Regular,Canonical,atar,15876,Mood,Subjunctive,EMPT,B,[+F/–F],32,-0.2605486099109039,2.1748740138042026,-1.4123312243165524,1.8238975836942533,-1.0320165207459246,NA,1.7679040041436436
